Project ID,Id,Organisation ID - (Value),Organisation Role Category - (Value),Investment Commitment - Currency - (Value),Investment Commitment - Amount - Min - (Value),Investment Commitment - Amount - Exact - (Value),Investment Commitment - Amount - Max - (Value),Investment Commitment - Amount USD - Min - (Value),Investment Commitment - Amount USD - Exact - (Value),Investment Commitment - Amount USD - Max - (Value),Maximum Potential loss - (Value),Maximum Potential Return Type - (Value),Maximum Potential Return - (Value),Investor Repayment - (Value),Investment Type - (Value),Sources,Notes
INDIGO-POJ-0154,investment4,INDIGO-ORG-0547,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment5,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment7,INDIGO-ORG-0641,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment8,INDIGO-ORG-0303,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment9,INDIGO-ORG-1307,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment10,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment11,INDIGO-ORG-1308,,,,,,,,,,,,,,,
INDIGO-POJ-0154,investment12,INDIGO-ORG-1309,,,,,,,,,,,,,,,
INDIGO-POJ-0155,investment1,INDIGO-ORG-0008,,GBP,,400000,,,514815.9644,,,,,,,,
INDIGO-POJ-0156,investment1,INDIGO-ORG-0049,,,,,,,,,,,,,Quasi equity (working capital),,
INDIGO-POJ-0156,investment2,INDIGO-ORG-1304,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment3,INDIGO-ORG-1295,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment4,INDIGO-ORG-0268,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment5,INDIGO-ORG-1305,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment6,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment7,INDIGO-ORG-0547,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment8,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment9,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment10,INDIGO-ORG-0641,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment11,INDIGO-ORG-0303,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment12,INDIGO-ORG-1307,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment13,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment14,INDIGO-ORG-1308,,,,,,,,,,,,,,,
INDIGO-POJ-0156,investment15,INDIGO-ORG-1309,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment1,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment2,INDIGO-ORG-0547,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment3,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment4,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment5,INDIGO-ORG-0641,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment6,INDIGO-ORG-0303,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment7,INDIGO-ORG-1307,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment8,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment9,INDIGO-ORG-1308,,,,,,,,,,,,,,,
INDIGO-POJ-0157,investment10,INDIGO-ORG-1309,,,,,,,,,,,,,,,
INDIGO-POJ-0158,investment1,INDIGO-ORG-0008,,GBP,,160000,,,213466.6674,,,,,,,,
INDIGO-POJ-0159,investment1,INDIGO-ORG-0132,,,,,,,,,,,,,,,
INDIGO-POJ-0159,investment2,INDIGO-ORG-0133,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment1,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment2,INDIGO-ORG-0547,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment3,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment4,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment5,INDIGO-ORG-0641,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment6,INDIGO-ORG-0303,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment7,INDIGO-ORG-1307,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment8,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment9,INDIGO-ORG-1308,,,,,,,,,,,,,,,
INDIGO-POJ-0160,investment10,INDIGO-ORG-1309,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment1,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment2,INDIGO-ORG-0547,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment3,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment4,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment5,INDIGO-ORG-0641,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment6,INDIGO-ORG-0303,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment7,INDIGO-ORG-1307,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment8,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment9,INDIGO-ORG-1308,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment10,INDIGO-ORG-1309,,,,,,,,,,,,,,,
INDIGO-POJ-0161,investment11,INDIGO-ORG-0690,,,,,,,,,,,,,,,
INDIGO-POJ-0162,investment1,INDIGO-ORG-0121,,,,,,,,,,,,,,,
INDIGO-POJ-0163,investment1,INDIGO-ORG-0007,,,,,,,,,,,,,,,
INDIGO-POJ-0163,investment2,INDIGO-ORG-0008,,,,,,,,,,,,,,,
INDIGO-POJ-0163,investment3,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0163,investment4,INDIGO-ORG-0010,,,,,,,,,,,,,,,
INDIGO-POJ-0164,investment1,INDIGO-ORG-0138,,,,,,,,,,,,,Loan,,
INDIGO-POJ-0165,investment1,INDIGO-ORG-0268,,,,,,,,,,,,,,,Type of investment: quasi-equity
INDIGO-POJ-0165,investment2,INDIGO-ORG-0995,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment3,INDIGO-ORG-1304,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment4,INDIGO-ORG-1295,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment5,INDIGO-ORG-0268,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment6,INDIGO-ORG-1305,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment7,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment8,INDIGO-ORG-0547,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment9,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment10,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment11,INDIGO-ORG-0641,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment12,INDIGO-ORG-0303,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment13,INDIGO-ORG-1307,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment14,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment15,INDIGO-ORG-1308,,,,,,,,,,,,,,,
INDIGO-POJ-0165,investment16,INDIGO-ORG-1309,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment1,INDIGO-ORG-1304,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment2,INDIGO-ORG-1295,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment3,INDIGO-ORG-0268,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment4,INDIGO-ORG-1305,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment5,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment6,INDIGO-ORG-0547,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment7,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment8,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment9,INDIGO-ORG-0641,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment10,INDIGO-ORG-0303,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment11,INDIGO-ORG-1307,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment12,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment13,INDIGO-ORG-1308,,,,,,,,,,,,,,,
INDIGO-POJ-0166,investment14,INDIGO-ORG-1309,,,,,,,,,,,,,,,
INDIGO-POJ-0167,investment1,INDIGO-ORG-0008,,GBP,,407000,,,543005.8352,,,,,,,,
INDIGO-POJ-0168,investment1,INDIGO-ORG-0008,,GBP,,750000,,,982500,,,,,,,,
INDIGO-POJ-0169,Big Issue Invest,INDIGO-ORG-0008,,GBP,,450000,,,600375.002,,,,,,,,
INDIGO-POJ-0170,Care and Wellbeing Fund,INDIGO-ORG-0059,,GBP,,345000,,,440299.4845094118,,,,,,,,
INDIGO-POJ-0171,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment10,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment11,INDIGO-ORG-1310,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment12,INDIGO-ORG-1311,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment13,INDIGO-ORG-1312,,,,,,,,,,,,,,,
INDIGO-POJ-0171,investment14,INDIGO-ORG-1313,,,,,,,,,,,,,,,
INDIGO-POJ-0172,Social and Sustainable Capital,INDIGO-ORG-0538,,GBP,,250000,,,,,,,,,,,
INDIGO-POJ-0172,Future Advice Skills,INDIGO-ORG-1072,,GBP,,248000,,,,,,,,,,,
INDIGO-POJ-0173,Big Issue Invest,INDIGO-ORG-0008,,GBP,,,,,,,,,,,,,
INDIGO-POJ-0174,investment1,INDIGO-ORG-0132,,GBP,,100000,,,127623.039,,,,,,,,
INDIGO-POJ-0175,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0175,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0176,investment1,INDIGO-ORG-0008,,GBP,,227000,,,289704.2985,,,,,,,,
INDIGO-POJ-0177,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment10,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment11,INDIGO-ORG-1310,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment12,INDIGO-ORG-1311,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment13,INDIGO-ORG-1312,,,,,,,,,,,,,,,
INDIGO-POJ-0177,investment14,INDIGO-ORG-1313,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment10,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment11,INDIGO-ORG-1310,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment12,INDIGO-ORG-1311,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment13,INDIGO-ORG-1312,,,,,,,,,,,,,,,
INDIGO-POJ-0178,investment14,INDIGO-ORG-1313,,,,,,,,,,,,,,,
INDIGO-POJ-0179,Investment1,INDIGO-ORG-0008,,GBP,,470000,,,599828.2832,,,,,,,,
INDIGO-POJ-0180,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment10,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment11,INDIGO-ORG-1310,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment12,INDIGO-ORG-1311,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment13,INDIGO-ORG-1312,,,,,,,,,,,,,,,
INDIGO-POJ-0180,investment14,INDIGO-ORG-1313,,,,,,,,,,,,,,,
INDIGO-POJ-0181,Big Issue Invest,INDIGO-ORG-0008,,GBP,,725000,,,925267.0326,,,,,,,,
INDIGO-POJ-0182,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0182,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0183,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0184,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0188,investment1,INDIGO-ORG-0008,Impact Investor,GBP,,126000,,,,,,,,,,,
INDIGO-POJ-0189,investment1,INDIGO-ORG-0008,Impact Investor,GBP,,204000,,,253103.31,,,,,,,,
INDIGO-POJ-0190,investment1,INDIGO-ORG-0008,,GBP,,400000,,,533666.6685,,,,,,,,
INDIGO-POJ-0191,investment,INDIGO-ORG-1126,,EUR,,2300000,,,2714000,,,,,,,,
INDIGO-POJ-0192,investment1,INDIGO-ORG-0008,Impact Investor ,GBP,,328000,,,,,,,,,,,
INDIGO-POJ-0193,investment1,INDIGO-ORG-0008,Impact Investor,GBP,,300000,,,,,,,,,,,
INDIGO-POJ-0194,investment1,INDIGO-ORG-0008,Impact Investor,GBP,,925562,,,,,,,,,,,
INDIGO-POJ-0195,investment1,INDIGO-ORG-0008,,,,362500,,,,,362500,,0.113737052679061,,,,
INDIGO-POJ-0195,investment2,INDIGO-ORG-0381,,,,362500,,,,,362500,,0.113737052679061,,,,
INDIGO-POJ-0195,investment3,INDIGO-ORG-0132,,,,175000,,,,,175000,,0.113737052679061,,,,
INDIGO-POJ-0195,investment4,INDIGO-ORG-0133,,,,100000,,,,,100000,,0.08934794962406162,,,,
INDIGO-POJ-0196,investment1,INDIGO-ORG-0023,,,,,,,,,,,,,,,
INDIGO-POJ-0196,investment2,INDIGO-ORG-0018,,,,,,,,,,,,,,,
INDIGO-POJ-0196,investment3,INDIGO-ORG-0710,,,,,,,,,,,,,,,
INDIGO-POJ-0196,investment4,INDIGO-ORG-0025,,,,,,,,,,,,,,,
INDIGO-POJ-0197,investment1,INDIGO-ORG-0533,Foundation/Philanthropist,,,,,,,,,,,,,,
INDIGO-POJ-0198,investment1,INDIGO-ORG-0008,Impact Investor,GBP,,1245000,,,1544674.6125,,,,,,,,
INDIGO-POJ-0199,investment1,INDIGO-ORG-0538,Impact Investor,GBP,,150000,,,186105.375,,,,,,,,
INDIGO-POJ-0200,investment1,INDIGO-ORG-0009,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment2,INDIGO-ORG-0049,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment3,INDIGO-ORG-1219,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment4,INDIGO-ORG-1220,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment5,INDIGO-ORG-1221,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment6,INDIGO-ORG-1222,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment7,INDIGO-ORG-1223,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment8,INDIGO-ORG-1224,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment9,INDIGO-ORG-1225,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment10,INDIGO-ORG-1306,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment11,INDIGO-ORG-1310,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment12,INDIGO-ORG-1311,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment13,INDIGO-ORG-1312,,,,,,,,,,,,,,,
INDIGO-POJ-0200,investment14,INDIGO-ORG-1313,,,,,,,,,,,,,,,
INDIGO-POJ-0201,investment1,INDIGO-ORG-0595,,GBP,,451264,,,,,,,,,,,
INDIGO-POJ-0201,investment2,INDIGO-ORG-0690,,GBP,,433567,,,,,,,,,,,
INDIGO-POJ-0203,,INDIGO-ORG-1168,,,,,,,,,,,,,,,
INDIGO-POJ-0203,,INDIGO-ORG-1169,,,,,,,,,,,,,,,
INDIGO-POJ-0203,,INDIGO-ORG-0387,,,,,,,,,,,,,,,
INDIGO-POJ-0203,,INDIGO-ORG-1170,,,,,,,,,,,,,,,
INDIGO-POJ-0203,,INDIGO-ORG-1171,,,,,,,,,,,,,,,
INDIGO-POJ-0203,,INDIGO-ORG-1172,,,,,,,,,,,,,,,
INDIGO-POJ-0204,investment1,INDIGO-ORG-1183,,EUR,,3500000,,,3921050,,,,,,,,
INDIGO-POJ-0205,investment1,INDIGO-ORG-0387,Government/Public Sector/Public Bank ,EUR,,1000000,,,,,,,,,,,
INDIGO-POJ-0205,investment2,INDIGO-ORG-1172,Commercia,EUR,,500000,,,,,,,,,,,
INDIGO-POJ-0205,investment3,INDIGO-ORG-1169,Commercia,EUR,,500000,,,,,,,,,,,Lahi Tapiola Life Insurance 
INDIGO-POJ-0205,investment4,INDIGO-ORG-1169,Commercia,EUR,,500000,,,,,,,,,,,Lahi Tapiola Insurance 
INDIGO-POJ-0205,investment5,INDIGO-ORG-1194,Commercia,EUR,,250000,,,,,,,,,,,
INDIGO-POJ-0205,investment6,INDIGO-ORG-1195,Commercia,EUR,,250000,,,,,,,,,,,
INDIGO-POJ-0205,investment7,INDIGO-ORG-1173,Investment Fund,EUR,,2100000,,,,,,,,,,,
INDIGO-POJ-0206,investment1,INDIGO-ORG-0358,,,,,,,,,,,,,,,
INDIGO-POJ-0206,investment2,INDIGO-ORG-1208,,,,,,,,,,,,,,,
INDIGO-POJ-0207,investment1,INDIGO-ORG-1207,,EUR,,57924,,,64727.7979,,,,,,,,
INDIGO-POJ-0209,investment1,INDIGO-ORG-1210,Foundation/Philanthropist,,,,,,,,,,,,,,
INDIGO-POJ-0209,investment2,INDIGO-ORG-0358,High Net Worth Individual/Family Office/Private Bank,,,,,,,,,,,,,,
INDIGO-POJ-0209,investment3,INDIGO-ORG-1208,Nonprofit/NGO,,,,,,,,,,,,,,
INDIGO-POJ-0210,investment1,INDIGO-ORG-0018,,,,,,,,,,,,,,,
INDIGO-POJ-0210,investment2,INDIGO-ORG-0023,,,,,,,,,,,,,,,
INDIGO-POJ-0210,investment3,INDIGO-ORG-1212,,,,,,,,,,,,,,,
INDIGO-POJ-0210,investment4,INDIGO-ORG-1213,,,,,,,,,,,,,,,
INDIGO-POJ-0210,investment5,INDIGO-ORG-1214,,,,,,,,,,,,,,,
INDIGO-POJ-0211,investor1,INDIGO-ORG-1215,,,,,,,,,,,,,,,
INDIGO-POJ-0211,investor2,INDIGO-ORG-1216,Foundation/Philanthropist,,,,,,,,,,,,,,
INDIGO-POJ-0211,investor3,INDIGO-ORG-1217,High Net Worth Individual/Family Office/Private Bank,,,,,,,,,,,,,,
INDIGO-POJ-0211,investor4,INDIGO-ORG-1218,Foundation/Philanthropist,,,,,,,,,,,,,,
INDIGO-POJ-0212,,INDIGO-ORG-1242,High Net Worth Individual/Family Office/Private Bank,,,,,,,,,,,,,,
INDIGO-POJ-0213,,INDIGO-ORG-0542,Foundation/Philanthropist,,,,,,,,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-0710,,,,,,,,,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-1238,,,,,,,,,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-0726,,,,,,,,,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-0689,,,,,,,,,,,,,,,
INDIGO-POJ-0215,,INDIGO-ORG-0542,,,,,,,,,,,,,,,
INDIGO-POJ-0215,,INDIGO-ORG-1227,,,,,,,,,,,,,,,
INDIGO-POJ-0215,,INDIGO-ORG-0687,,,,,,,,,,,,,,,
INDIGO-POJ-0216,,INDIGO-ORG-0542,,,,,,,,,,,,,,,
INDIGO-POJ-0216,,INDIGO-ORG-1227,,,,,,,,,,,,,,,
INDIGO-POJ-0216,,INDIGO-ORG-0687,,,,,,,,,,,,,,,
INDIGO-POJ-0217,,INDIGO-ORG-0542,,,,,,,,,,,,,,,
INDIGO-POJ-0217,,INDIGO-ORG-1227,,,,,,,,,,,,,,,
INDIGO-POJ-0217,,INDIGO-ORG-0687,,,,,,,,,,,,,,,
INDIGO-POJ-0218,investment1,INDIGO-ORG-1250,,USD,,5000000,,,5000000,,50% of principal,,"Maximum 12.5% p.a. return. 3% p.a. for first 2 years, years 3-5 dependent on outcomes. Target 7.1% p.a. return.",,Debt,,
INDIGO-POJ-0219,investment1,INDIGO-ORG-1254,,USD,,5000000,,,,,30% of capital,,"Maximum 9.9% p.a. return. 1.5% p.a. for first 5.25 years, year 6 dependent on outcomes. Target 6.0% p.a. return.",,,,
INDIGO-POJ-0220,investment1,INDIGO-ORG-1257,,USD,,6500000,,,6500000,,50% of principal,,9.9% p.a. max return. Fixed coupons of 2% p.a. for first 3 years Performance coupons in years 4-7 which are dependent upon program outcomes. Target return 5.8% p.a.,,,,
INDIGO-POJ-0221,investment1,INDIGO-ORG-1261,,USD,,7000000,,,7000000,,45% of capital,,"10.4% p.a maximum return. Fixed coupons of 2% p.a. for first 3 years, Performance coupons in years 4-9 which are dependent upon program outcomes. Target return 5.9% p.a",,,,
INDIGO-POJ-0222,investment1,INDIGO-ORG-1282,,EUR,,2200000,,,2596831.2,,,,,,,,
INDIGO-POJ-0223,investment1,INDIGO-ORG-1279,Government/Public Sector/Public Bank,USD,,7825000,,,7825000,,,,,,,,
INDIGO-POJ-0223,investment2,INDIGO-ORG-1280,High Net Worth Individual/Family Office/Private Bank,USD,,2000000,,,2000000,,,,,,,,
INDIGO-POJ-0224,investment1,INDIGO-ORG-0525,,Russian Ruble,9560465,,,,,,1,,,,,,
