Project ID,Outcome Payment Plan Id - (Value),Outcome Metric Id - (Value),Period - Start - (Value),Period - End - (Value),Payer Organisation ID - (Value),Recipient Organisation ID - (Value),Type - (Value),Payments - Currency - (Value),Payments - Amount - (Value),Payments - Amount USD - (Value),(In Sandboxes),Sources,Notes
INDIGO-POJ-0175,plan1,,2019-04,2019-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan1,,2019-07,2019-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan1,,2019-10,2019-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan1,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,200084.4148982412,,,,
INDIGO-POJ-0175,plan1,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,707352.9577248745,,,,
INDIGO-POJ-0175,plan1,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1068938.781388191,,,,
INDIGO-POJ-0175,plan1,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1284591.553138191,,,,
INDIGO-POJ-0175,plan1,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1365765.247974874,,,,
INDIGO-POJ-0175,plan1,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1433139.262974872,,,,
INDIGO-POJ-0175,plan1,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1525785.067599874,,,,
INDIGO-POJ-0175,plan1,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1602489.617349874,,,,
INDIGO-POJ-0175,plan1,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1057552.752849874,,,,
INDIGO-POJ-0175,plan1,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1100801.402349874,,,,
INDIGO-POJ-0175,plan1,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1092618.371724874,,,,
INDIGO-POJ-0175,plan1,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1113469.072224875,,,,
INDIGO-POJ-0175,plan1,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1124762.530974875,,,,
INDIGO-POJ-0175,plan1,,2023-04,2023-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2463571.719474872,,,,
INDIGO-POJ-0175,plan1,,2023-07,2023-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2464011.950033291,,,,
INDIGO-POJ-0175,plan1,,2023-10,2023-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2468377.603125,,,,
INDIGO-POJ-0175,plan1,,2024-01,2024-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,224604.3608601317,,,,
INDIGO-POJ-0175,plan1,,2024-04,2024-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan1,,2024-07,2024-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan1,,2024-10,2024-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan1,,2025-01,2025-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2019-04,2019-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2019-07,2019-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2019-10,2019-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,581967,,,,
INDIGO-POJ-0175,plan2,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,972235,,,,
INDIGO-POJ-0175,plan2,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1136487,,,,
INDIGO-POJ-0175,plan2,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1194738,,,,
INDIGO-POJ-0175,plan2,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1100532,,,,
INDIGO-POJ-0175,plan2,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1350061,,,,
INDIGO-POJ-0175,plan2,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1332477,,,,
INDIGO-POJ-0175,plan2,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1403180,,,,
INDIGO-POJ-0175,plan2,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1406519,,,,
INDIGO-POJ-0175,plan2,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1429120,,,,
INDIGO-POJ-0175,plan2,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1416746,,,,
INDIGO-POJ-0175,plan2,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1419079,,,,
INDIGO-POJ-0175,plan2,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1408281,,,,
INDIGO-POJ-0175,plan2,,2023-04,2023-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2406590,,,,
INDIGO-POJ-0175,plan2,,2023-07,2023-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2118058,,,,
INDIGO-POJ-0175,plan2,,2023-10,2023-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1677489,,,,
INDIGO-POJ-0175,plan2,,2024-01,2024-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2024-04,2024-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2024-07,2024-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2024-10,2024-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan2,,2025-01,2025-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan3,,2019-04,2019-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan3,,2019-07,2019-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan3,,2019-10,2019-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan3,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,397500,,,,
INDIGO-POJ-0175,plan3,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,971234,,,,
INDIGO-POJ-0175,plan3,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1136486,,,,
INDIGO-POJ-0175,plan3,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1194738,,,,
INDIGO-POJ-0175,plan3,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1235050,,,,
INDIGO-POJ-0175,plan3,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1333250,,,,
INDIGO-POJ-0175,plan3,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1315600,,,,
INDIGO-POJ-0175,plan3,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1345050,,,,
INDIGO-POJ-0175,plan3,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1436700,,,,
INDIGO-POJ-0175,plan3,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1403886.9,,,,
INDIGO-POJ-0175,plan3,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1398127.429291666,,,,
INDIGO-POJ-0175,plan3,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1421163.316181667,,,,
INDIGO-POJ-0175,plan3,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1508427.671585,,,,
INDIGO-POJ-0175,plan3,,2023-04,2023-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2167843.216043334,,,,
INDIGO-POJ-0175,plan3,,2023-07,2023-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1842420.83918,,,,
INDIGO-POJ-0175,plan3,,2023-10,2023-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1476729.998058334,,,,
INDIGO-POJ-0175,plan3,,2024-01,2024-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,713709.2963266612,,,,
INDIGO-POJ-0175,plan3,,2024-04,2024-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan3,,2024-07,2024-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan4,,2019-04,2019-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan4,,2019-07,2019-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan4,,2019-10,2019-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan4,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,397500,,,,
INDIGO-POJ-0175,plan4,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,971234,,,,
INDIGO-POJ-0175,plan4,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1136486,,,,
INDIGO-POJ-0175,plan4,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1194738,,,,
INDIGO-POJ-0175,plan4,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1235050,,,,
INDIGO-POJ-0175,plan4,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1333250,,,,
INDIGO-POJ-0175,plan4,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1315600,,,,
INDIGO-POJ-0175,plan4,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1345050,,,,
INDIGO-POJ-0175,plan4,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1436700,,,,
INDIGO-POJ-0175,plan4,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1403886.9,,,,
INDIGO-POJ-0175,plan4,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1437587,,,,
INDIGO-POJ-0175,plan4,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1650093,,,,
INDIGO-POJ-0175,plan4,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1671906,,,,
INDIGO-POJ-0175,plan4,,2023-04,2023-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2391434.05607124,,,,
INDIGO-POJ-0175,plan4,,2023-07,2023-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,2028320.290896851,,,,
INDIGO-POJ-0175,plan4,,2023-10,2023-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,1349081.753031909,,,,
INDIGO-POJ-0175,plan4,,2024-01,2024-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan4,,2024-04,2024-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,plan4,,2024-07,2024-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Planned,GBP,0,,,,
INDIGO-POJ-0175,,,2019-09,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,397500,,,,
INDIGO-POJ-0175,,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,971234,,,,covid claim payment
INDIGO-POJ-0175,,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1136486,,,,covid claim payment
INDIGO-POJ-0175,,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1194738,,,,covid claim payment
INDIGO-POJ-0175,,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1235050,,,,
INDIGO-POJ-0175,,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1333250,,,,
INDIGO-POJ-0175,,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,0,,,,
INDIGO-POJ-0175,,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,0,,,,
INDIGO-POJ-0175,,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,0,,,,
INDIGO-POJ-0175,,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1315600,,,,
INDIGO-POJ-0175,,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1345050,,,,
INDIGO-POJ-0175,,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1436700,,,,
INDIGO-POJ-0175,,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1402850,,,,
INDIGO-POJ-0175,,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1437587,,,,
INDIGO-POJ-0175,,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1650093,,,,
INDIGO-POJ-0175,,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1792143,,,,
INDIGO-POJ-0175,,,2023-04,2023-06,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,2314563,,,,
INDIGO-POJ-0175,,,2023-07,2023-09,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,2224073,,,,
INDIGO-POJ-0175,,,2023-10,2023-12,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,1366878,,,,
INDIGO-POJ-0175,,,2024-01,2024-03,"INDIGO-ORG-0171, INDIGO-ORG-1083",,Actual,GBP,0,,,,capped payments
INDIGO-POJ-0176,plan1,,2019-04,2019-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,34911,,,,
INDIGO-POJ-0176,plan1,,2019-07,2019-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,55638,,,,
INDIGO-POJ-0176,plan1,,2019-10,2019-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,140132,,,,
INDIGO-POJ-0176,plan1,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,208446,,,,
INDIGO-POJ-0176,plan1,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,240425,,,,
INDIGO-POJ-0176,plan1,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,31065,,,,
INDIGO-POJ-0176,plan1,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,,,,
INDIGO-POJ-0176,plan1,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,,,,
INDIGO-POJ-0176,plan1,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,112200,,,,
INDIGO-POJ-0176,plan1,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,168300,,,,
INDIGO-POJ-0176,plan1,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,168300,,,,
INDIGO-POJ-0176,plan1,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,168300,0,,,
INDIGO-POJ-0176,plan1,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,93517,,,,
INDIGO-POJ-0176,plan1,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,,,,
INDIGO-POJ-0176,plan1,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,,,,
INDIGO-POJ-0176,plan1,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan1,,2023-04,2023-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,52459,0,,,
INDIGO-POJ-0176,plan1,,2023-07,2023-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,33397,0,,,
INDIGO-POJ-0176,plan1,,2023-10,2023-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan1,,2024-01,2024-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan1,,2024-04,2024-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan1,,2024-07,2024-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan1,,2024-10,2024-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan1,,2025-01,2025-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2019-04,2019-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,61606,,,,
INDIGO-POJ-0176,plan2,,2019-07,2019-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,105793,,,,
INDIGO-POJ-0176,plan2,,2019-10,2019-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,127500,,,,
INDIGO-POJ-0176,plan2,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,50552,,,,
INDIGO-POJ-0176,plan2,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,108990,,,,
INDIGO-POJ-0176,plan2,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,108990,,,,
INDIGO-POJ-0176,plan2,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,120336,,,,
INDIGO-POJ-0176,plan2,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,26850,,,,
INDIGO-POJ-0176,plan2,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,127414,,,,
INDIGO-POJ-0176,plan2,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,150740,,,,
INDIGO-POJ-0176,plan2,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,92597,,,,
INDIGO-POJ-0176,plan2,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,121963,,,,
INDIGO-POJ-0176,plan2,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,150310.1675,,,,
INDIGO-POJ-0176,plan2,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,85506.83249999999,,,,
INDIGO-POJ-0176,plan2,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2023-04,2023-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2023-07,2023-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2023-10,2023-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2024-01,2024-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2024-04,2024-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,plan2,,2024-07,2024-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Planned,GBP,0,0,,,
INDIGO-POJ-0176,,,2019-05,2019-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,61276,,,,
INDIGO-POJ-0176,,,2019-07,2019-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,105793,,,,
INDIGO-POJ-0176,,,2019-10,2019-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,127500,,,,
INDIGO-POJ-0176,,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,50552,,,,
INDIGO-POJ-0176,,,2020-01,2020-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,0,,,,
INDIGO-POJ-0176,,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,0,,,,
INDIGO-POJ-0176,,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,108990,,,,covid claim payment
INDIGO-POJ-0176,,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,0,,,,
INDIGO-POJ-0176,,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,108990,,,,covid claim payment
INDIGO-POJ-0176,,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,120336,,,,
INDIGO-POJ-0176,,,2021-01,2021-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,26850,,,,
INDIGO-POJ-0176,,,2021-04,2021-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,127414,,,,
INDIGO-POJ-0176,,,2021-07,2021-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,150740,,,,
INDIGO-POJ-0176,,,2021-10,2021-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,92597,,,,
INDIGO-POJ-0176,,,2022-01,2022-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,136671,,,,
INDIGO-POJ-0176,,,2022-04,2022-06,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,121963,,,,
INDIGO-POJ-0176,,,2022-07,2022-09,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,77724,,,,
INDIGO-POJ-0176,,,2022-10,2022-12,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,140176,,,,
INDIGO-POJ-0176,,,2023-01,2023-03,"INDIGO-ORG-0171, INDIGO-ORG-0408, INDIGO-ORG-0810",,Actual,GBP,10747,,,,
INDIGO-POJ-0177,plan1,,2020-04,2020-06,"INDIGO-ORG-0171, INDIGO-ORG-1087, INDIGO-ORG-1088, INDIGO-ORG-0318",,Planned,GBP,0,0,,,
INDIGO-POJ-0177,plan1,,2020-07,2020-09,"INDIGO-ORG-0171, INDIGO-ORG-1087, INDIGO-ORG-1088, INDIGO-ORG-0318",,Planned,GBP,13557,,,,
INDIGO-POJ-0177,plan1,,2020-10,2020-12,"INDIGO-ORG-0171, INDIGO-ORG-1087, INDIGO-ORG-1088, INDIGO-ORG-0318",,Planned,GBP,77170,,,,
