Project ID,Outcome Payment Plan Id - (Value),Outcome Metric Id - (Value),Period - Start - (Value),Period - End - (Value),Payer Organisation ID - (Value),Recipient Organisation ID - (Value),Type - (Value),Payments - Currency - (Value),Payments - Amount - (Value),Payments - Amount USD - (Value),(In Sandboxes),Sources,Notes
INDIGO-POJ-0168,plan4,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,214394,,,,
INDIGO-POJ-0168,plan4,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan4,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,568239,,,,
INDIGO-POJ-0168,plan4,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,513276,,,,
INDIGO-POJ-0168,plan4,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,557163,,,,
INDIGO-POJ-0168,plan4,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,0,,,,
INDIGO-POJ-0168,plan4,,2024-10,2024-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Planned,GBP,1318914,,,,
INDIGO-POJ-0168,,,2019-01,2019-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,89135,,,,
INDIGO-POJ-0168,,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,104730,,,,
INDIGO-POJ-0168,,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,132960,,,,
INDIGO-POJ-0168,,,2019-10,2020-02,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,87100,,,,
INDIGO-POJ-0168,,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,8040,,,,
INDIGO-POJ-0168,,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,209450,,,,
INDIGO-POJ-0168,,,2021-01,2021-02,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,159730,,,,
INDIGO-POJ-0168,,,2021-03,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,94090,,,,
INDIGO-POJ-0168,,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,147820,,,,
INDIGO-POJ-0168,,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,242379,,,,
INDIGO-POJ-0168,,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,150600,,,,
INDIGO-POJ-0168,,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,150699,,,,
INDIGO-POJ-0168,,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,89450,,,,
INDIGO-POJ-0168,,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,6408,,,,
INDIGO-POJ-0168,,,2022-04,2022-07,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,439424,,,,
INDIGO-POJ-0168,,,2022-09,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,279245,,,,
INDIGO-POJ-0168,,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,214394,,,,
INDIGO-POJ-0168,,,2023-04,2023-07,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,568239,,,,
INDIGO-POJ-0168,,,2023-09,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,341138,,,,
INDIGO-POJ-0168,,,2023-09,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,175971,,,,
INDIGO-POJ-0168,,,2024-01,2024-01,"INDIGO-ORG-0171,INDIGO-ORG-1062",,Actual,GBP,492697,,,,
INDIGO-POJ-0169,plan1,,2018-07,2018-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2018-10,2018-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2019-01,2019-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2019-04,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,363891,,,,
INDIGO-POJ-0169,plan1,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,105580,,,,
INDIGO-POJ-0169,plan1,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,214722,,,,
INDIGO-POJ-0169,plan1,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,172155,,,,
INDIGO-POJ-0169,plan1,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,121793,,,,
INDIGO-POJ-0169,plan1,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,96218,,,,
INDIGO-POJ-0169,plan1,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,83566,,,,
INDIGO-POJ-0169,plan1,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,179006,,,,
INDIGO-POJ-0169,plan1,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,39006,,,,
INDIGO-POJ-0169,plan1,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,197993,,,,
INDIGO-POJ-0169,plan1,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,109688,,,,
INDIGO-POJ-0169,plan1,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2024-10,2024-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2025-01,2025-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan1,,2025-04,2025-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,367000,,,,
INDIGO-POJ-0169,plan2,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,165000,,,,
INDIGO-POJ-0169,plan2,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,168620,,,,
INDIGO-POJ-0169,plan2,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,193500,,,,
INDIGO-POJ-0169,plan2,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,48500,,,,
INDIGO-POJ-0169,plan2,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,62000,,,,
INDIGO-POJ-0169,plan2,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,130000,,,,
INDIGO-POJ-0169,plan2,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,79000,,,,
INDIGO-POJ-0169,plan2,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,217500,,,,
INDIGO-POJ-0169,plan2,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,35967,,,,
INDIGO-POJ-0169,plan2,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,75000,,,,
INDIGO-POJ-0169,plan2,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,23600,,,,
INDIGO-POJ-0169,plan2,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,plan2,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Planned,GBP,0,,,,
INDIGO-POJ-0169,,,2018-09,2019-08,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,330500,,,,
INDIGO-POJ-0169,,,2019-09,2019-11,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,36500,,,,
INDIGO-POJ-0169,,,2019-12,2020-02,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,123500,,,,
INDIGO-POJ-0169,,,2020-10,2020-11,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,41500,,,,covid claim payment
INDIGO-POJ-0169,,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,97450,,,,covid claim payment
INDIGO-POJ-0169,,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,71170,,,,
INDIGO-POJ-0169,,,2020-12,2021-05,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,193500,,,,
INDIGO-POJ-0169,,,2021-06,2021-08,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,48500,,,,
INDIGO-POJ-0169,,,2021-09,2021-11,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,62000,,,,
INDIGO-POJ-0169,,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,0,,,,
INDIGO-POJ-0169,,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,0,,,,
INDIGO-POJ-0169,,,2021-12,2022-02,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,130000,,,,
INDIGO-POJ-0169,,,2022-03,2022-05,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,79000,,,,
INDIGO-POJ-0169,,,2022-06,2022-08,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,124000,,,,
INDIGO-POJ-0169,,,2022-09,2022-11,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,47500,,,,
INDIGO-POJ-0169,,,2022-12,2023-02,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,46000,,,,
INDIGO-POJ-0169,,,2023-03,2023-05,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,42000,,,,
INDIGO-POJ-0169,,,2023-06,2023-08,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,75000,,,,
INDIGO-POJ-0169,,,2023-09,2023-11,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,24000,,,,
INDIGO-POJ-0169,,,2023-12,2024-02,"INDIGO-ORG-0171,INDIGO-ORG-1065",,Actual,GBP,72000,,,,
INDIGO-POJ-0170,,,2021-04,2021-06,INDIGO-ORG-0171,,Actual,GBP,38700,,,,
INDIGO-POJ-0170,,,2021-07,2021-09,INDIGO-ORG-0171,,Actual,GBP,18900,,,,
INDIGO-POJ-0170,,,2021-10,2021-12,INDIGO-ORG-0171,,Actual,GBP,18000,,,,
INDIGO-POJ-0170,,,2022-01,2022-03,INDIGO-ORG-0171,,Actual,GBP,194400,,,,
INDIGO-POJ-0170,,,2022-04,2022-06,INDIGO-ORG-0171,,Actual,GBP,31500,,,,
INDIGO-POJ-0170,,,2022-07,2022-12,INDIGO-ORG-0171,,Actual,GBP,58500,,,,
INDIGO-POJ-0170,,,2022-04,2023-03,INDIGO-ORG-0171,,Actual,GBP,180000,,,,
INDIGO-POJ-0170,,,2023-04,2023-06,INDIGO-ORG-0171,,Actual,GBP,44100,,,,
INDIGO-POJ-0170,,,2023-07,2023-09,INDIGO-ORG-0171,,Actual,GBP,45900,,,,
INDIGO-POJ-0170,Plan1,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,216000,,,,
INDIGO-POJ-0170,Plan1,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan1,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,198000,,,,
INDIGO-POJ-0170,Plan1,,2024-10,2024-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2025-01,2025-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2025-04,2025-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2025-07,2025-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2025-10,2025-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2026-01,2026-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2026-04,2026-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2026-07,2026-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2026-10,2026-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan1,,2027-01,2027-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan2,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,38700,,,,
INDIGO-POJ-0170,Plan2,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18900,,,,
INDIGO-POJ-0170,Plan2,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan2,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,194400,,,,
INDIGO-POJ-0170,Plan2,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,26100,,,,
INDIGO-POJ-0170,Plan2,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,22500,,,,
INDIGO-POJ-0170,Plan2,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,22500,,,,
INDIGO-POJ-0170,Plan2,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,198900,,,,
INDIGO-POJ-0170,Plan2,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,22500,,,,
INDIGO-POJ-0170,Plan2,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,22500,,,,
INDIGO-POJ-0170,Plan2,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,22500,,,,
INDIGO-POJ-0170,Plan2,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,202500,,,,
INDIGO-POJ-0170,Plan3,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,38700,,,,
INDIGO-POJ-0170,Plan3,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18900,,,,
INDIGO-POJ-0170,Plan3,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,18000,,,,
INDIGO-POJ-0170,Plan3,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,194400,,,,
INDIGO-POJ-0170,Plan3,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,31500,,,,
INDIGO-POJ-0170,Plan3,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,58500,,,,
INDIGO-POJ-0170,Plan3,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,179560,,,,
INDIGO-POJ-0170,Plan3,,2023-04,2023-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,44100,,,,
INDIGO-POJ-0170,Plan3,,2023-07,2023-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,45900,,,,
INDIGO-POJ-0170,Plan3,,2023-10,2023-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2024-01,2024-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2024-04,2024-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,180000,,,,
INDIGO-POJ-0170,Plan3,,2024-07,2024-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2024-10,2024-12,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2025-01,2025-03,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2025-04,2025-06,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0170,Plan3,,2025-07,2025-09,"INDIGO-ORG-0171,INDIGO-ORG-1070",,Planned,GBP,0,,,,
INDIGO-POJ-0171,plan1,,2018-04,2018-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,83000,,,,
INDIGO-POJ-0171,plan1,,2018-07,2018-09,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,83000,,,,
INDIGO-POJ-0171,plan1,,2018-10,2018-12,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,83000,,,,
INDIGO-POJ-0171,plan1,,2019-01,2019-03,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,83000,,,,
INDIGO-POJ-0171,plan1,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,212000,,,,
INDIGO-POJ-0171,plan1,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,212000,,,,
INDIGO-POJ-0171,plan1,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,212000,,,,
INDIGO-POJ-0171,plan1,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,212000,,,,
INDIGO-POJ-0171,plan1,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,280000,,,,
INDIGO-POJ-0171,plan1,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,280000,,,,
INDIGO-POJ-0171,plan1,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,280000,,,,
INDIGO-POJ-0171,plan1,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,280000,,,,
INDIGO-POJ-0171,plan1,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,291000,,,,
INDIGO-POJ-0171,plan1,,2021-07,2021-09,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,291000,,,,
INDIGO-POJ-0171,plan1,,2021-10,2021-12,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,291000,,,,
INDIGO-POJ-0171,plan1,,2022-01,2022-03,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,291000,,,,
INDIGO-POJ-0171,plan1,,2022-04,2022-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,179000,,,,
INDIGO-POJ-0171,plan1,,2022-07,2022-09,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,179000,,,,
INDIGO-POJ-0171,plan1,,2022-10,2022-12,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,179000,,,,
INDIGO-POJ-0171,plan1,,2023-01,2023-03,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,179000,,,,
INDIGO-POJ-0171,plan2,,2019-04,2019-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,0,,,,
INDIGO-POJ-0171,plan2,,2019-07,2019-09,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,46241,,,,
INDIGO-POJ-0171,plan2,,2019-10,2019-12,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,0,,,,
INDIGO-POJ-0171,plan2,,2020-01,2020-03,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,133037,,,,
INDIGO-POJ-0171,plan2,,2020-04,2020-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,0,,,,
INDIGO-POJ-0171,plan2,,2020-07,2020-09,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,0,,,,
INDIGO-POJ-0171,plan2,,2020-10,2020-12,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,145658,,,,
INDIGO-POJ-0171,plan2,,2021-01,2021-03,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,46537,,,,
INDIGO-POJ-0171,plan2,,2021-04,2021-06,"INDIGO-ORG-0171,INDIGO-ORG-1071",,Planned,GBP,152815,,,,
